nombre;sexe;annee;prenoms;nombre_total_cumule
6;M;2005;Philéas;6
5;F;2011;Sihem;5
5;F;2021;Elynn;5
6;M;2005;Robert;6
5;F;2019;Mélya;5
5;F;2021;Lalla;5
5;F;2019;Nalya;5
6;F;2009;Moïra;6
5;F;2019;Ruth;5
5;M;2021;Ayaz;5
7;M;2019;Mazen;7
5;M;2014;Francesco;5
7;M;2004;Estéban;7
6;F;2014;Daniella;6
5;M;2004;Francis;5
6;M;2004;Gad;6
7;F;2006;Ludmila;7
6;M;2019;Saliou;6
5;M;2019;Safwan;5
6;F;2019;Olympia;6
5;M;2019;Adams;5
9;F;2005;Lorraine;9
5;F;2019;Fatima-Zahra;5
5;F;2005;Mama;5
5;F;2010;Anais;5
5;M;2018;Alioune;5
6;F;2010;Bouchra;6
6;F;2010;Clélie;6
5;M;2005;Diogo;5
5;M;2005;Hakim;5
5;M;2006;Aleksandar;5
7;M;2005;Hicham;7
7;M;2014;Saif;7
7;M;2004;Jean-Marc;7
14;M;2020;Mayron;14
10;M;2020;Levi;10
7;F;2018;Khadidiatou;7
7;F;2020;Maddalena;7
7;F;2020;Sanaa;7
7;M;2005;Matys;7
5;F;2015;Chaïma;5
5;F;2004;Mazarine;5
7;M;2007;Hugues;7
6;M;2020;Caleb;6
7;F;2010;Luisa;7
6;F;2020;Gina;6
7;M;2020;Hélios;7
5;F;2004;Shaïli;5
5;F;2004;Jessie;5
7;F;2020;Alaïa;7
5;F;2007;Maram;5
9;M;2005;Alone;9
6;F;2005;Séphora;6
9;F;2004;Liliane;9
5;M;2018;Vassily;5
6;F;2020;Faith;6
5;F;2010;Séraphine;5
5;M;2010;Szymon;5
5;F;2015;Jenny;5
5;F;2005;Virginie;5
5;F;2005;Wiktoria;5
7;F;2004;Sylvie;7
9;F;2015;Kadidia;9
6;M;2004;Wandrille;6
11;M;2005;Idir;11
5;M;2005;Amaël;5
7;F;2019;Tyana;7
6;M;2005;Brieuc;6
6;F;2020;Lynn;6
6;M;2019;Salomon;6
6;M;2008;Anselme;6
5;F;2020;Ciara;5
5;M;2004;Paul-Emile;5
5;F;2005;Ingrid;5
5;M;2015;Sixte;5
6;F;2005;Valérie;6
5;M;2008;Eythan;5
6;F;2008;Guillemette;6
9;F;2019;Inna;9
5;F;2005;Nisrine;5
9;F;2019;Zoey;9
5;F;2005;Prudence;5
5;F;2005;Sabine;5
5;F;2005;Safiatou;5
5;F;2004;Françoise;5
5;M;2016;Haï;5
7;M;2008;Mahmoud;7
8;M;2021;Amara;8
5;M;2008;Marvyn;5
5;F;2016;Dalya;5
7;M;2010;Christ;7
5;M;2005;Shawn;5
8;M;2021;Yacoub;8
7;F;2021;Deva;7
12;M;2020;Joud;12
7;F;2021;Saran;7
6;M;2011;Mustapha;6
9;M;2020;Giulian;9
5;M;2008;Ramy;5
5;M;2008;Riwan;5
6;M;2021;Eren;6
5;M;2004;Meziane;5
5;M;2021;Atlas;5
5;M;2020;Faël;5
5;F;2008;Sandrine;5
5;M;2021;Daris;5
7;F;2020;Razan;7
9;F;2011;Yael;9
5;F;2020;Agatha;5
5;F;2020;Keïla;5
5;F;2020;Martha;5
6;M;2004;Baba;6
7;M;2009;Alexy;7
5;M;2012;Danyl;5
5;M;2004;Diaby;5
5;F;2016;Vivienne;5
8;M;2012;Eduardo;8
5;F;2016;Soukaïna;5
6;F;2010;Priscille;6
7;M;2016;Soulayman;7
5;M;2005;Jamil;5
6;M;2010;Ron;6
7;F;2005;Jennifer;7
5;M;2005;Jordy;5
5;F;2004;Sandy;5
9;M;2021;Ilay;9
5;F;2010;Youmna;5
8;F;2021;Cataleya;8
10;F;2021;Élia;10
5;M;2012;Luke;5
6;M;2021;Asher;6
8;F;2021;Bayane;8
5;M;2012;Jawed;5
5;F;2021;Elyna;5
5;F;2012;Jehanne;5
5;F;2021;Haydée;5
5;F;2021;Sokhna;5
5;M;2021;Ghali;5
5;F;2021;Saskia;5
5;M;2021;Mikaïl;5
5;M;2021;Cherif;5
5;M;2021;Otis;5
5;M;2021;Ezéchiel;5
5;M;2021;Yunus;5
5;F;2017;Keira;5
5;M;2020;Enaël;5
6;M;2005;Johnny;6
5;M;2020;Moshé;5
5;M;2004;Josselin;5
5;F;2004;Karla;5
5;F;2004;Liliana;5
5;M;2020;Zach;5
6;F;2005;Lalie;6
5;F;2004;Lorie;5
5;F;2005;Mado;5
5;M;2009;Takumi;5
5;M;2017;Winner;5
5;F;2013;Balkis;5
6;M;2005;Paco;6
8;F;2017;Zaynab;8
5;F;2011;Niamé;5
7;M;2010;Amin;7
5;M;2013;Cyriaque;5
5;M;2011;Noâm;5
13;F;2017;Simone;13
7;F;2017;Tosca;7
5;M;2006;Alejandro;5
9;M;2021;Jassim;9
5;M;2013;Paul-Arthur;5
5;F;2011;Shayna;5
6;F;2018;Amaia;6
7;M;2004;Kamel;7
5;F;2004;Karen;5
7;F;2018;Gemma;7
5;M;2014;Abishan;5
5;F;2021;Esma;5
5;F;2021;Kimia;5
5;M;2021;Cosme;5
5;M;2010;Mike;5
5;M;2021;Dayan;5
5;M;2018;Lounes;5
5;F;2018;Firdaous;5
5;M;2004;Pierre-Alexandre;5
6;F;2020;Louve;6
6;M;2019;Asser;6
6;F;2013;Shyrel;6
6;F;2019;Cosima;6
6;F;2019;Tesnim;6
5;M;2019;Andria;5
5;M;2019;Jamal;5
5;F;2020;Catalina;5
5;F;2019;Isée;5
5;F;2013;Yosra;5
5;F;2014;Henriette;5
6;M;2013;Zackary;6
5;M;2018;Mansour;5
7;M;2011;Elior;7
7;M;2018;Saül;7
6;M;2014;Elhadj;6
5;M;2012;Junior;5
5;F;2014;Hidaya;5
5;M;2014;Salem;5
5;F;2014;Sydney;5
5;F;2011;Nala;5
5;F;2006;Camillia;5
7;M;2015;Gabriele;7
6;F;2021;Layel;6
5;M;2012;Vivien;5
5;F;2004;Émeline;5
5;F;2021;Ivana;5
5;M;2021;Eliam;5
7;M;2004;Geoffrey;7
7;M;2015;Kendrick;7
7;M;2010;Haïm;7
5;F;2004;Ikrame;5
8;M;2019;Ladji;8
5;M;2021;Shams;5
8;M;2004;Scott;8
6;F;2004;Eliane;6
5;F;2015;Maissa;5
5;M;2006;Karol;5
5;F;2006;Kyara;5
5;M;2010;Jeremy;5
5;M;2015;Moulay;5
5;F;2004;Malena;5
5;F;2004;Thalie;5
5;F;2004;Anne-Lise;5
5;F;2015;Nourane;5
5;M;2004;Natan;5
5;M;2004;Chad;5
5;F;2005;Aïssé;5
6;F;2015;Sofya;6
6;F;2005;Coraline;6
5;M;2006;Vassili;5
5;M;2006;Wilhem;5
5;F;2005;Aurelia;5
6;F;2005;Erine;6
7;M;2004;Fabrice;7
7;M;2010;Preston;7
5;M;2005;Corto;5
5;M;2013;Saad;5
5;M;2005;Donatien;5
5;M;2010;Yaniv;5
6;M;2015;Mayas;6
5;F;2012;Enola;5
7;M;2015;Naor;7
5;M;2012;Federico;5
6;F;2015;Racha;6
5;M;2005;Filipe;5
6;F;2011;Blessing;6
7;F;2005;Flavia;7
5;M;2011;Farouk;5
5;M;2011;Franklin;5
5;F;2006;Alessandra;5
6;F;2016;Aysha;6
5;M;2012;Mouctar;5
5;F;2017;Anne-Marie;5
5;M;2007;Roland;5
6;F;2005;Natasha;6
6;F;2019;Calypso;6
9;M;2011;Lyes;9
6;M;2005;Oussama;6
5;F;2014;Marta;5
6;F;2019;Lyanna;6
5;F;2004;Iona;5
8;F;2012;Tiana;8
5;M;2004;Israël;5
5;M;2019;Billy;5
5;M;2019;Kaïss;5
5;F;2008;Chirine;5
5;M;2019;Solan;5
5;F;2019;Chana;5
5;F;2014;Taïna;5
6;F;2004;Latifa;6
7;F;2004;Manal;7
5;M;2017;Neyl;5
9;M;2017;Racim;9
5;F;2008;Lauryn;5
6;M;2016;Tayron;6
5;M;2013;Islem;5
5;F;2012;Emie;5
5;F;2017;Astou;5
5;F;2008;Tsipora;5
5;F;2018;Enéa;5
6;M;2020;Nissim;6
6;M;2004;Ilyass;6
5;F;2015;Mélisande;5
5;M;2014;Alain;5
5;M;2017;Maurice;5
7;M;2004;Paul-Antoine;7
6;F;2018;Octavie;6
5;M;2017;Mouhamad;5
5;F;2015;Valeria;5
5;M;2014;Ely;5
5;M;2014;Fallou;5
5;F;2016;Arwa;5
5;M;2017;Souheyl;5
8;M;2017;Younous;8
5;M;2016;Colomban;5
5;F;2014;Naila;5
6;M;2013;Kelyan;6
6;M;2006;Néo;6
6;M;2018;Gaye;6
5;F;2006;Rokhaya;5
7;F;2006;Lauriane;7
5;F;2018;Junon;5
6;M;2015;Chmouel;6
5;M;2006;Réphaël;5
5;F;2006;Elisheva;5
5;M;2013;Tilio;5
7;F;2018;Séréna;7
7;F;2010;Sephora;7
5;F;2007;Gaëtane;5
5;F;2006;Katarina;5
6;F;2015;Naelle;6
5;M;2007;Ilyess;5
6;M;2017;Dalil;6
5;F;2010;Tanina;5
5;F;2015;Noélia;5
5;M;2007;Deniz;5
5;F;2007;Lynda;5
6;F;2007;Énora;6
6;F;2015;Zoe;6
6;M;2007;Kelvin;6
6;F;2014;Jill;6
7;M;2014;Léandro;7
5;F;2008;Anjali;5
5;M;2014;Lyham;5
6;M;2014;Muhammed;6
5;F;2014;Nahia;5
7;M;2006;Arno;7
5;F;2007;Taly;5
7;M;2014;Pape;7
6;M;2016;Mylan;6
5;F;2011;Shannon;5
5;F;2008;Celina;5
5;F;2008;Cheyenne;5
5;M;2018;Doron;5
5;F;2018;Elyana;5
6;M;2008;Mateja;6
6;F;2006;Marjorie;6
5;M;2008;Ianis;5
13;M;2018;Isaïah;13
5;F;2008;Mélyna;5
5;M;2006;Moustafa;5
5;F;2017;Délya;5
6;F;2007;Shanon;6
5;F;2017;Dieynaba;5
5;F;2007;Victorine;5
7;M;2018;Marlo;7
5;F;2017;Giuliana;5
5;M;2008;Nazim;5
7;M;2006;Yasin;7
6;M;2019;Shady;6
6;F;2019;Teresa;6
6;M;2008;Arto;6
5;F;2008;Ayala;5
5;F;2009;Auxane;5
5;F;2017;Purity;5
5;F;2018;Tiguida;5
5;F;2017;Tehila;5
5;M;2007;Gatien;5
5;M;2015;Waïl;5
5;F;2009;Ibtissam;5
5;F;2018;Éléanore;5
6;F;2007;Manar;6
6;M;2009;Idan;6
7;M;2009;Marwen;7
5;F;2009;Kamélia;5
6;F;2009;Kawtar;6
17;F;2019;Imany;17
5;M;2007;Pierre-Antoine;5
9;M;2007;Rudy;9
5;M;2018;Leyth;5
5;M;2008;Sofian;5
7;M;2008;Arda;7
5;M;2008;Billal;5
5;F;2016;Maja;5
6;M;2004;Virgil;6
5;F;2018;Rime;5
5;F;2018;Saly;5
7;M;2016;Qassim;7
5;M;2009;Yaïr;5
5;M;2019;Aylane;5
5;F;2008;Jordane;5
5;F;2004;Alison;5
5;F;2009;Dalla;5
5;F;2009;Diaba;5
5;M;2019;Kayron;5
5;M;2004;Ary;5
5;F;2009;Eliora;5
5;F;2019;Madoussou;5
5;M;2017;Andrés;5
7;M;2004;Chaï;7
6;M;2004;Guy;6
5;M;2008;Yessine;5
7;M;2004;Wilson;7
7;F;2005;Nawal;7
6;F;2017;Jeannette;6
5;M;2020;Éli;5
5;M;2020;Esaïe;5
5;M;2020;Juba;5
5;F;2009;Hadassa;5
5;F;2009;Thémis;5
6;F;2020;Nabintou;6
5;M;2020;Arlo;5
5;F;2006;Dado;5
5;F;2020;Noya;5
5;F;2005;Karima;5
6;F;2009;Zuzanna;6
5;M;2010;Albin;5
5;F;2020;Zahara;5
5;F;2018;Aïko;5
6;M;2006;Louis-Marie;6
5;M;2009;Tidjane;5
6;M;2005;Yacouba;6
5;M;2006;Alvin;5
7;M;2021;Priam;7
7;M;2021;Samson;7
5;F;2004;Lorette;5
7;M;2021;Ezechiel;7
5;M;2021;Zeyn;5
5;F;2004;Maryline;5
5;F;2010;Hava;5
6;M;2021;Orphée;6
7;M;2018;Marlow;7
5;F;2021;Freya;5
6;F;2010;Léanne;6
5;F;2018;Shahd;5
8;F;2004;Maude;8
5;F;2004;Morganne;5
5;F;2007;Leana;5
5;M;2004;Rubens;5
5;M;2012;Félicien;5
12;F;2019;Sidra;12
5;M;2007;Sören;5
5;F;2012;Ranim;5
5;M;2006;Colas;5
5;F;2011;Gwenaëlle;5
5;M;2012;Toma;5
5;M;2006;Jean-Luc;5
5;M;2006;Liron;5
5;M;2008;Kenji;5
6;F;2020;Ndeye;6
5;M;2020;Ihsan;5
5;F;2008;Monique;5
5;F;2020;Ina;5
5;F;2013;Layanah;5
5;M;2007;Brandon;5
5;M;2008;Uriel;5
6;M;2007;Kyliann;6
5;M;2007;Prosper;5
5;M;2009;Israel;5
5;F;2008;Anna-Rose;5
5;M;2014;Hocine;5
5;M;2021;Cayden;5
5;M;2009;Yolan;5
5;F;2008;Celine;5
5;M;2021;Gino;5
5;M;2021;Mylann;5
5;M;2014;Kader;5
8;F;2019;Ida;8
5;M;2014;Kiyan;5
5;F;2014;Méllina;5
5;F;2014;Milica;5
6;F;2008;Kathleen;6
5;F;2008;Kessy;5
5;F;2008;Laly;5
5;F;2015;Kheira;5
5;F;2009;Célya;5
7;M;2015;Nohé;7
5;F;2015;Romaïssa;5
5;M;2009;Jean-David;5
5;M;2009;Louan;5
5;F;2016;Geneviève;5
5;M;2011;Shayan;5
6;M;2009;Steve;6
6;M;2009;Victorien;6
6;M;2016;Nahyl;6
5;F;2016;Rafaela;5
6;F;2017;Alana;6
8;M;2017;Marcello;8
5;M;2017;Sidney;5
5;M;2018;Abdoul-Aziz;5
5;M;2018;Anir;5
7;M;2018;Matei;7
5;F;2005;Narimane;5
6;F;2020;Noée;6
5;F;2010;Celeste;5
11;F;2021;Izïa;11
7;F;2021;Ayna;7
6;F;2021;Anaë;6
5;F;2010;Louanne;5
6;M;2010;Luan;6
5;F;2021;Kamelia;5
5;F;2021;Keyla;5
6;M;2011;Arman;6
5;M;2019;Ouriel;5
5;F;2019;Ferima;5
6;M;2020;Gustavo;6
6;M;2020;Milhane;6
6;F;2020;Élyne;6
5;F;2020;Camilla;5
5;F;2020;Malaïka;5
11;F;2021;Nessa;11
6;M;2021;Elyo;6
5;F;2021;Elsie;5
5;M;2021;Masten;5
6;M;2019;Timothy;6
5;F;2019;Avigaïl;5
5;F;2019;Cara;5
11;M;2004;Brian;11
6;F;2005;Iseult;6
7;F;2005;Néné;7
5;F;2004;Laurence;5
5;F;2014;Kawthar;5
8;F;2014;Lalya;8
7;M;2015;Daoud;7
6;M;2015;Sinan;6
5;M;2016;Amjad;5
5;M;2016;Meir;5
6;F;2017;Isia;6
5;M;2017;Lélio;5
6;M;2017;Louca;6
7;M;2017;Serigne;7
5;F;2006;Eléanor;5
5;M;2006;Emeric;5
8;M;2006;Gonzague;8
7;F;2006;Katell;7
5;M;2007;Horace;5
6;F;2007;Shani;6
6;M;2008;Eliahou;6
5;F;2008;Salomée;5
5;F;2009;Honorine;5
5;M;2010;Markus;5
5;M;2010;Séverin;5
5;F;2010;Sylia;5
5;F;2011;Leticia;5
5;M;2020;Assad;5
5;F;2021;Dihya;5
5;F;2019;Joudia;5
5;F;2019;Zeynep;5
6;F;2006;Loula;6
5;M;2006;Yoram;5
7;M;2007;Bastian;7
6;F;2007;Julianne;6
5;M;2007;Zied;5
6;F;2008;Lamia;6
6;F;2008;Leelou;6
5;M;2009;Nathane;5
5;F;2010;Mélissande;5
7;F;2010;Paris;7
5;F;2011;Arij;5
5;M;2011;Maxens;5
6;M;2004;Abdellah;6
8;M;2004;Briac;8
9;M;2004;Steeve;9
5;M;2019;Azad;5
6;F;2020;Djamila;6
5;F;2004;Meïssane;5
5;M;2012;Tyméo;5
6;M;2013;Erik;6
5;F;2013;Wiem;5
6;M;2014;Ovadia;6
5;F;2015;Layna;5
5;F;2017;Aissata;5
8;F;2018;Aliza;8
5;M;2018;Eloan;5
6;M;2018;Ilya;6
5;F;2018;Maha;5
6;M;2018;Orson;6
5;M;2018;Yazen;5
5;F;2020;Amal;5
5;F;2020;Imani;5
15;F;2021;Nava;15
6;M;2021;Jelani;6
5;F;2021;Ilef;5
5;F;2021;Josephine;5
5;M;2021;Ladislas;5
5;M;2004;Gilles;5
5;M;2013;Camilo;5
6;F;2013;Delia;6
5;F;2013;Hatouma;5
5;F;2013;Yumi;5
5;M;2014;Arslane;5
8;F;2014;Hermance;8
6;M;2014;Jayan;6
6;M;2015;Kahil;6
6;F;2015;Oona;6
6;F;2016;Lyse;6
7;F;2016;Mame;7
5;M;2016;Valère;5
5;F;2016;Yakine;5
6;F;2017;Gala;6
5;F;2017;Hanaa;5
5;F;2017;Shanaya;5
5;M;2017;Siaka;5
5;F;2017;Soujoud;5
6;M;2018;Ézéchiel;6
6;F;2018;Ritaj;6
5;F;2007;Juliane;5
5;F;2007;Laureen;5
5;F;2008;Angelica;5
5;M;2009;Lény;5
5;F;2009;Taïs;5
6;M;2010;Edgard;6
6;M;2019;Thaddée;6
5;M;2019;Yakoub;5
7;M;2006;Rohan;7
5;M;2006;Rony;5
5;M;2008;Othman;5
6;F;2009;Thérèse;6
5;F;2010;Anne-Laure;5
5;F;2011;Lili-Rose;5
5;F;2005;Anta;5
7;M;2005;Massinissa;7
5;M;2013;Eduard;5
5;M;2014;Wassil;5
5;M;2015;Khalifa;5
6;M;2016;Adnane;6
5;M;2016;Leopold;5
5;M;2017;Kalilou;5
6;M;2017;Mani;6
6;M;2018;Arslan;6
5;M;2020;Mamady;5
6;F;2021;Lyvia;6
5;F;2019;Eydel;5
6;M;2006;Kacper;6
5;M;2006;Philibert;5
5;F;2006;Sarah-Lou;5
5;M;2007;Dramane;5
5;F;2008;Uma;5
5;M;2009;Mika;5
6;F;2009;Nermine;6
5;M;2019;Orion;5
5;F;2019;Akshaya;5
7;F;2020;Jannat;7
6;M;2020;Soën;6
6;F;2020;Nihel;6
5;M;2020;Maho;5
5;M;2020;Shahine;5
5;F;2020;Beatrice;5
5;F;2020;Giorgia;5
5;F;2020;Lyra;5
5;F;2020;Yana;5
6;F;2021;Aleyna;6
5;F;2021;Jemima;5
5;M;2012;Fady;5
5;M;2012;Haroune;5
7;M;2012;Tybalt;7
5;M;2013;Abdramane;5
5;M;2013;Rodrigo;5
5;M;2014;Éliott;5
6;M;2016;Jun;6
5;M;2017;Hamady;5
5;M;2017;Teodor;5
7;M;2018;Mikaël;7
9;F;2019;Mariya;9
5;F;2010;Anael;5
7;M;2010;Cyrille;7
5;F;2010;Isild;5
5;F;2011;Anabelle;5
5;F;2011;Angéline;5
5;F;2011;Jacqueline;5
6;F;2004;Chanel;6
5;F;2004;Evelyne;5
5;F;2005;Aïnhoa;5
10;M;2005;Geoffroy;10
5;M;2005;Redouane;5
5;M;2005;Timoté;5
;F;2022;Athena;8
;M;2022;Ishay;6
;M;2022;Joel;6
;F;2022;Hayat;5
;F;2022;Ness;6
;M;2022;Lissandro;5
;F;2022;Naminata;5
;M;2022;Liroy;5
;F;2022;Layan;6
;M;2022;Zoumana;8
;M;2022;Nahël;7
;F;2022;Naava;5
;M;2022;Or;5
;F;2022;Henda;5
;F;2022;Nafissa;5
;F;2022;Taline;5
;F;2022;Seyana;9
;M;2022;Lenzo;5
;F;2022;Bluma;5
;F;2022;Mayla;6
;F;2022;Siena;6
;M;2022;Yazan;7
;F;2022;Luciana;5
;F;2022;Edmée;6
;M;2022;Lyron;5
;F;2022;Zeyna;6
;M;2022;Francisco;5
;F;2022;Nova;5
;M;2022;Arken;5
;F;2022;Chloe;6
;M;2022;Lev;6
;F;2022;Bamby;5
;F;2022;Massandje;5
;M;2022;Loann;8
;F;2022;Azel;6
;M;2022;Aslan;5
;M;2022;Malamine;5
;F;2022;Jamila;10
;M;2022;Sully;6
;F;2022;Mawa;11
;M;2022;Nahïl;8
;F;2022;Aminatou;5
